Nº Cardápio,,Data,,,Nome,,Porção ,Calorias,Custo,% Cons,Custo per Capita,,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,
7,,11/01/2026,domingo,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Filé de Coxa Grelhado L30,,"0,302","332,22945","3,91",70%,"2,74",Almôndega Bovina ao Sugo L30,"0,31","6,093125",,"5,59",25%,"1,4",Ovos Mexidos,"2,002","0,517","1,16",5%,"0,06",Cenoura Saute,"0,074","44,9048","0,23",100%,"0,23",Cenoura na Salsa,"0,073","34,95366","0,22",98%,"0,22",Sopa Creme de Abóbora,"0,06","8,5344","0,15",30%,"0,04",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",,,,,,,Salada de Pepino,"0,03","3,5628","0,08",100%,"0,08",Salada de Tomate,"0,11","20,46","0,36",100%,"0,36",,,,,,,,,,,,,Pavê de Café,"0,024","65,10322","0,4",70%,"0,28",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Mamão,"0,13","6,565","0,51",10%,"0,05",Suco Concentrado 3,"0,08","12,152","0,99",100%,"0,99",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Risoto Vegetariano,"0,085","20,33412","0,54",10%,"0,05","7,61"
8,,12/01/2026,segunda-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Bisteca Suína Grelhada L30,,"0,309","264,15","5,43",50%,"2,72",Cubos Bovino ao Creme de Maionese L30,"0,347","72,13545",,"10,3",45%,"4,63",Ovo Frito L30,"3,003","0,45","1,72",5%,"0,09",Legumes Saute,"0,082","20,8605","0,2",100%,"0,2",Purê de Inhame,"0,052","48,05773","0,3",98%,"0,3",Sopa Creme Rosado,"0,063","9,69897","0,16",30%,"0,05",Salada de Acelga,"0,02","4,98","0,05",100%,"0,05",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Repolho Bicolor,"0,015","6,18","0,04",100%,"0,04",Salada de Feijão Fradinho Enfarofado,"0,024","88,431283","0,13",99.8%,"0,13",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Salada Mista Verde,"0,025","0,456","0,11",10%,"0,01",Doce Romeu e Julieta,"0,025","56,2772","0,27",70%,"0,19",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Melão,"0,13","4,264","0,49",10%,"0,05",Suco Concentrado 4,"0,06","77,752","0,72",100%,"0,72",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Charuto de Repolho Saudável,"0,129","18,47033","0,72",10%,"0,07","10,61"
9,,13/01/2026,terça-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Filezinho de Frango ao Pesto L30,,"0,305","214,356","5,11",60%,"3,07",Salsicha Americana L30,"0,312","160,18702",,"3,29",35%,"1,15",Ovos Mexidos com Queijo,"1,805","0,7792","1,09",5%,"0,05",Farofa de Banana,"0,046","113,1935","0,19",100%,"0,19",Moranga Provençal,"0,11","36,17915","0,27",98%,"0,27",Sopa de Legumes,"0,053","9,68715","0,16",30%,"0,05",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Pepino com Tomate e Cebola,"0,055","10,95","0,14",100%,"0,14",Salada de Chuchu com Orégano,"0,06","12,2877","0,14",99.9%,"0,14",Salada de Soja em Grão com Cenoura,"0,022","37,81422","0,12",99.8%,"0,12",Salada de Tomate,"0,11","2,046","0,36",10%,"0,04",Pudim de Chocolate com Calda de Morango,"0,015","37,77144","0,2",70%,"0,14",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Mamão,"0,13","6,565","0,51",10%,"0,05",Suco Concentrado 1,"0,075","65,88","0,93",100%,"0,93",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",Suco Detox de Cenoura com Gengibre e Canela,"0,016","3,173","0,05",50%,"0,02",Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Kibe de Abóbora com Mussarela L30,"0,094","15,13821","0,59",10%,"0,06","7,66"
10,,14/01/2026,quarta-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Carne Assada ao Brilho de Roti L30,,"0,311","400,5471","9,19",60%,"5,51",Peixe à Portuguesa L30,"0,552","97,7718",,"6,8",35%,"2,38",Omelete de Tomate e Cebola,"1,81","0,15475","1,05",5%,"0,05",Batata Doce Assada,"0,122","142,887","0,27",100%,"0,27",Polenta Cremosa,"0,039","133,69307","0,17",98%,"0,17",Sopa Creme de Batata Doce com Agrião,"0,047","15,14235","0,12",30%,"0,04",Salada de Almeirão,"0,02","4,44","0,1",100%,"0,1",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Rabanete com Manjericão,"0,021","3,72","0,16",100%,"0,16",Salada de Cenoura Cozida,"0,07","26,43354","0,2",99.9%,"0,2",Salada de Feijão Branco com Tomate,"0,022","33,86214","0,19",99.8%,"0,19",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Canjica,"0,04","97,489","0,36",70%,"0,25",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Melão,"0,13","4,264","0,49",10%,"0,05",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",Suco Concentrado 1,"0,075","6,588","0,93",10%,"0,09",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Panqueca de Legumes,"0,19","17,089","1,07",10%,"0,11","10,93"
11,,15/01/2026,quinta-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Filé de Coxa Acebolado L30,,"0,324","297,876","3,97",60%,"2,38",Lasanha à Bolonhesa Pronta L30,"0,3","23,184",,"4,73",35%,"1,65",Ovo Cozido,"2,001",0,"1,14",5%,"0,06",Cenoura Saute,"0,074","44,9048","0,23",100%,"0,23",Repolho Refogado,"0,088","43,54973","0,23",98%,"0,22",Sopa de Massa,"0,022","17,34975","0,09",30%,"0,03",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Rúcula,"0,015","2,535","0,2",100%,"0,2",Salada de Beterraba Ralada,"0,03","15,87","0,07",100%,"0,07",Salada de Abobrinha,"0,06","13,4865","0,13",99.9%,"0,13",Salada de Grãos,"0,022","38,8285872","0,15",99.8%,"0,15",Salada de Tomate,"0,11","2,046","0,36",10%,"0,04",Bolo de Abacaxi com Leite Condensado,"0,04",0,"0,31",70%,"0,22",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Laranja,"0,1","4,05","0,38",10%,"0,04",Suco Concentrado 3,"0,08","12,152","0,99",100%,"0,99",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",Suco Detox de Limão com Cenoura,"0,016","4,695","0,06",50%,"0,03",Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Tomate Recheado com Berinjela,"0,161","3,310802","0,56",10%,"0,06","7,61"
12,,16/01/2026,sexta-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Bife de Panela L30,,"0,318","37,6959","10,45",55%,"5,75",Linguiça Calabresa Acebolada L30,"0,321","174,27368",,5,40%,2,Ovo Frito L30,"3,003","0,45","1,72",5%,"0,09",Purê de Batata,"0,015","51,56784","0,3",100%,"0,3",Verduras Refogadas,"0,08","17,42783","0,5",98%,"0,49",Sopa Creme de Milho,"0,015","8,33622","0,12",30%,"0,04",Salada de Alface,"0,025","3,45","0,13",100%,"0,13",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Repolho Bicolor,"0,015","6,18","0,04",100%,"0,04",Salada de Berinjela com Alho,"0,063","23,2702065","0,29",99.9%,"0,29",Salada de Tabule,"0,029","52,735318","0,17",99.8%,"0,17",Salada de Tomate,"0,11","2,046","0,36",10%,"0,04",Torta de Bolacha,"0,028","89,06058","0,47",70%,"0,33",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Banana,"0,1","10,17","0,32",10%,"0,03",Suco Concentrado 4,"0,06","77,752","0,72",100%,"0,72",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Arroz de Forno L30,"0,122","36,6499","0,45",10%,"0,04","11,57"
13,,17/01/2026,sábado,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Frango ao Molho Teriaki L30,,"0,304","198,69322","5,08",55%,"2,8",Rondeli de Frios L30,"0,308","219,91576",,"8,29",40%,"3,31",Ovo Frito L30,"3,003","0,45","1,72",5%,"0,09",Repolho Refogado,"0,088","44,4385","0,23",100%,"0,23",Arroz Colorido Guarnição,"0,047","7,2592","0,26",10%,"0,03",Sopa de Legumes com Massa,"0,064","21,92955","0,19",30%,"0,06",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",,,,,,,Salada de Beterraba Cozida,"0,1","52,9","0,24",100%,"0,24",Salada Mista Verde,"0,025","4,56","0,11",100%,"0,11",Salada de Lentilha,"0,03","56,528415","0,32",99.9%,"0,32",Salada de Tomate,"0,11","2,046","0,36",10%,"0,04",Creme de Manga,"0,012","22,842","0,16",50%,"0,08",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Melão,"0,13","4,264","0,49",10%,"0,05",Suco Concentrado 1,"0,075","65,88","0,93",100%,"0,93",Água Saborizada,"0,002","0,00876336","0,01",1%,0,,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",VG.Escondidinho de PTS,"0,062","16,33718","0,93",10%,"0,09","9,48"
14,,18/01/2026,domingo,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",CT Filé de Frango Grelhado L30,,"0,304","219,9762","5,08",60%,"3,05",Almôndega Bovina ao Sugo L30,"0,31","8,530375",,"5,59",35%,"1,96",Ovo Cozido,"2,001",0,"1,14",5%,"0,06",Purê Misto,"0,034","59,8752","0,36",100%,"0,36",Dueto de Folhas,"0,063","24,59163","0,24",98%,"0,24",Sopa Creme de Abóbora,"0,06","8,5344","0,15",30%,"0,04",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Cenoura Ralada,"0,04","15,2028","0,12",100%,"0,12",Salada de Feijão Fradinho Enfarofado,"0,024","88,431283","0,13",99.8%,"0,13",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Salada Crua,"0,03","0,788","0,18",10%,"0,02",Creme Mármore,"0,015","37,92432","0,2",70%,"0,14",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Mamão,"0,13","6,565","0,51",10%,"0,05",Suco Concentrado 2,"0,08","77,472","0,97",100%,"0,97",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Kibe de Grão de Bico L30,"0,083","18,2299","0,48",10%,"0,05","8,68"
15,,19/01/2026,segunda-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Moída à Primavera L30,,"0,281","248,548755","5,22",65%,"3,39",Copa Lombo ao Molho Escuro L30,"0,314","212,07375",,"5,72",30%,"1,72",Ovos Mexidos com Queijo,"1,805","0,7792","1,09",5%,"0,05",ST.Farofa de Casca de Banana,"0,015","49,1745","0,08",100%,"0,08",Legumes à Chinesa,"0,095","57,6975","0,31",98%,"0,31",Sopa Carioca,"0,02","11,0484","0,08",30%,"0,02",Salada de Acelga,"0,02","4,98","0,05",100%,"0,05",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada Crua,"0,03","7,88","0,18",100%,"0,18",Salada de Chuchu na Salsa,"0,062","12,254733","0,14",99.9%,"0,14",Salada de Grãos,"0,022","38,8285872","0,15",99.8%,"0,15",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Doce de Banana,"0,06","117,6","0,45",70%,"0,32",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Laranja,"0,1","4,05","0,38",10%,"0,04",Suco Concentrado 3,"0,08","12,152","0,99",100%,"0,99",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Lasanha Vegetariana,"0,11","20,9523","0,95",10%,"0,1","8,9"
16,,20/01/2026,terça-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Frango Assado L30,,"0,312","291,4641","4,04",60%,"2,42",Kibe Frito L30,"0,32","167,496",,"4,02",35%,"1,41",Ovo Frito L30,"3,003","0,45","1,72",5%,"0,09",Massa na Manteiga,"0,052","183,1135","0,27",100%,"0,27",Chuchu Refogado,"0,102","20,00523","0,23",98%,"0,23",Sopa Creme de Batata Doce com Agrião,"0,047","15,14235","0,12",30%,"0,04",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Pepino com Hortelã,"0,031","3,856","0,08",100%,"0,08",Salada de Cenoura Cozida com Passas,"0,072","26,43354","0,21",99.9%,"0,21",Salada de Feijão Preto com Pimentão,"0,055","75,585526","0,3",99.8%,"0,3",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Pudim de Morango com Calda de Chocolate,"0,015","66,71952","0,19",70%,"0,13",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Melão,"0,13","4,264","0,49",10%,"0,05",Suco Concentrado 4,"0,06","77,752","0,72",100%,"0,72",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01","Suco Detox de Abacaxi, Cenoura, Limão e Hortelã","0,053","13,517","0,25",50%,"0,12",Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Strogonoff de Legumes,"0,12","7,69035","0,71",10%,"0,07","7,63"
17,,21/01/2026,quarta-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Bife de Panela L30,,"0,318","41,1228","10,45",60%,"6,27",Peixe Frito L30,"0,424","258,748",,"8,12",35%,"2,84",Ovo Cozido,"2,001",0,"1,14",5%,"0,06",Cenoura Saute,"0,074","44,9048","0,23",100%,"0,23",Acelga Refogada,"0,083","28,64883","0,23",98%,"0,23",Sopa Camponesa,"0,049","11,4975","0,14",30%,"0,04",Salada de Almeirão,"0,02","4,44","0,1",100%,"0,1",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Repolho com Tempero Verde,"0,03","12,4014","0,08",100%,"0,08",Salada de Beterraba Cozida com Gergelim,"0,07","38,9044","0,18",100%,"0,18",Salada de Feijão Branco com Manjericão,"0,018","33,19348","0,22",99.8%,"0,22",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Delícia de Abacaxi,"0,016","39,4506","0,21",70%,"0,15",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Laranja,"0,1","4,05","0,38",10%,"0,04",Suco Concentrado 1,"0,075","65,88","0,93",100%,"0,93",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Cassoulet Vegetariano,"0,061","10,514","0,52",10%,"0,05","12,78"
18,,22/01/2026,quinta-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Filé de Frango Grelhado L30,,"0,302","189,097425","5,05",55%,"2,78",Canelone de Frios ao Sugo L30,"0,26","191,91708",,"5,86",40%,"2,34",Ovo Frito L30,"3,003","0,45","1,72",5%,"0,09",Berinjela Napolitana,"0,082","35,611436","0,36",98%,"0,35",Acelga ao Molho Shoyo,"0,079","2,24005","0,23",10%,"0,02",Sopa Creme de Abóbora,"0,06","8,5344","0,15",30%,"0,04",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",,,,,,,Salada Mista Verde,"0,025","4,56","0,11",100%,"0,11",Salada de Cebola com Mostarda,"0,034","15,9036","0,1",100%,"0,1",Salada de Feijão Fradinho,"0,018","53,099847","0,1",99.9%,"0,09",Salada de Tomate,"0,11","2,046","0,36",10%,"0,04",Sagú de Uva,"0,02","52,2396","0,13",70%,"0,09",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Salada de Frutas,"0,12","6,1695","0,51",10%,"0,05",Suco Concentrado 2,"0,08","77,472","0,97",100%,"0,97",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",Suco Detox de Beterraba com Limão,"0,016","4,8975","0,05",50%,"0,02",Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Almôndega de Soja Recheada com Queijo,"0,148","14,8142","0,88",10%,"0,09","8,29"
19,,23/01/2026,sexta-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Bisteca Suína Grelhada L30,,"0,309","264,15","5,43",50%,"2,72",Cubos ao Molho L30,"0,311","12,747825",,"9,98",45%,"4,49",Ovo Cozido,"2,001",0,"1,14",5%,"0,06",Refogado Vegetariano,"0,08","28,9285","0,22",100%,"0,22",Purê de Batata,"0,015","50,5364832","0,3",98%,"0,29",Sopa Creme de Abóbora,"0,06","2,8448","0,15",10%,"0,01",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Abobrinha com Pimentão,"0,067","14,77521","0,16",99.9%,"0,16",Salada de Tomate,"0,11","2,046","0,36",10%,"0,04",Salada de Rabanete Chips,"0,015","0,2595","0,09",10%,"0,01",Salada de Trigo ao Vinagrete,"0,027","5,25055","0,14",10%,"0,01",Creme Cheesecake com Calda de Goiaba,"0,012","65,3184","0,21",70%,"0,15",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Mamão,"0,13","6,565","0,51",10%,"0,05",Suco Concentrado 3,"0,08","1,2152","0,99",10%,"0,1",Água Saborizada,"0,002","0,00876336","0,01",1%,0,,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Espeto Vegetariano,"0,07","6,4458","1,47",10%,"0,15","9,69"
20,,24/01/2026,sábado,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Filé de Frango Grelhado L30,,"0,302","240,66945","5,05",70%,"3,53",Dobradinha L30,"0,363","118,264425",,"5,21",25%,"1,3",Ovo Cozido,"2,001",0,"1,14",5%,"0,06",Mix de Folhas,"0,053","22,1335","0,24",100%,"0,24",Repolho Colorido,"0,091","53,91568","0,28",98%,"0,27",Sopa Húngara,"0,041","18,9708","0,14",30%,"0,04",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Beterraba Ralada,"0,03","15,87","0,07",100%,"0,07",Salada de Batata Bolinha,"0,05","32,967","0,13",99.9%,"0,12",Salada de PTS ao Vinagrete,"0,022","34,97491","0,18",99.8%,"0,18",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Creme de Paçoca com Amendoim,"0,012","34,4904","0,18",70%,"0,13",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Laranja,"0,1","4,05","0,38",10%,"0,04",Suco Concentrado 4,"0,06","77,752","0,72",100%,"0,72",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Torta Falafel L30,"0,103","23,75585","0,59",10%,"0,06","8,25"
21,,25/01/2026,domingo,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Canelone de Frios ao Sugo L30,,"0,26","311,865255","5,86",65%,"3,81",Cubos ao Molho L30,"0,311","8,49855",,"9,98",30%,"2,99",Omelete,"0,02","2,819904","1,32",5%,"0,07",Acelga Refogada,"0,083","29,2335","0,23",100%,"0,23",Moranga à Vinagrete,"0,118","28,5033","0,29",98%,"0,29",Sopa Creme Rosado,"0,063","9,69897","0,16",30%,"0,05",Salada de Almeirão,"0,02","4,44","0,1",100%,"0,1",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Legumes Verde,"0,057","14,035","0,19",100%,"0,19","Salada de Berinjela, Abobrinha e Manjericão","0,044","18,8446365","0,21",99.9%,"0,21",Salada de Soja Com Alho Poró e Cenoura Ralada,"0,033","40,29425","0,17",99.8%,"0,17",Salada Crua,"0,03","0,788","0,18",10%,"0,02",Arroz Doce com Coco Dourado,"0,043","104,076","0,29",70%,"0,2",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Mamão,"0,13","6,565","0,51",10%,"0,05",Suco Concentrado 1,"0,075","65,88","0,93",100%,"0,93",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",VG.Abobrinha Recheada de PTS,"0,199","18,93645","1,09",10%,"0,11","10,53"
22,,26/01/2026,segunda-feira,,Arroz Branco II,,"0,105","325,2222","0,37",90%,"0,33",,Arroz Integral,"0,012","5,44351","0,06",10%,"0,01",Feijão Carioca II,"0,046","155,108","0,3",100%,"0,3",Torta Madalena L30,,"0,175","172,304795","3,53",65%,"2,3",Filé de Coxa Grelhado com Alecrim L30,"0,307","154,53405",,"3,96",30%,"1,19",Ovo Frito L30,"3,003","0,45","1,72",5%,"0,09",Farofa Rica,"0,108","133,727","0,25",100%,"0,25",Purê de Batata,"0,015","50,5364832","0,3",98%,"0,29",Sopa Creme de Batata Doce com Agrião,"0,047","15,14235","0,12",30%,"0,04",Salada de Acelga,"0,02","4,98","0,05",100%,"0,05",Salada Mix de Folhas,"0,02","3,07","0,19",100%,"0,19",Salada de Cenoura Ralada,"0,04","15,2028","0,12",100%,"0,12",Salada de Legumes Verde,"0,057","14,020965","0,19",99.9%,"0,19",Salada de Feijão Branco com Tomate,"0,022","33,86214","0,19",99.8%,"0,19",Salada de Tomate,"0,11","14,322","0,36",70%,"0,25",Doce de Abóbora,"0,17","99,675352","0,42",70%,"0,29",Gelatina Mix,"0,008","6,2784","0,32",20%,"0,06",Laranja,"0,1","4,05","0,38",10%,"0,04",Suco Concentrado 2,"0,08","77,472","0,97",100%,"0,97",Água Saborizada,"0,002","0,876336","0,01",100%,"0,01",,,,,,,Pão Francês Refeição,"0,025","22,0725","0,25",30%,"0,07",Mesa de Molhos,"0,807","4,09078","0,14",100%,"0,14",Escondidinho de Queijo com Legumes L30,"0,108","25,56661","1,19",10%,"0,12","7,49"
