Nº Cardápio,,Data,,,Nome,,Porção ,Calorias,Custo,% Cons,Custo per Capita,,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,Nome,Porção ,Calorias,Custo,% Cons,Custo per Capita,
7,,11/01/2026,domingo,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca,"0,032","102,204","0,2",100%,"0,2",Rabada L24,,"0,35",0,"12,39",70%,"8,67",Frango ao Pesto L24,"0,245","87,49656",,"4,13",30%,"1,24",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Massa ao Sugo,"0,088","415,1667","0,44",130%,"0,58",Repolho Refogado,"0,087","13,4256","0,23",30%,"0,07",Sopa de Caldo Verde,"0,062","10,08645","0,29",30%,"0,09",Salada de Alface Americana,"0,025","2,525","0,14",100%,"0,14",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Repolho Roxo,"0,03","12,36","0,08",100%,"0,08",Salada Mix de Grãos,"0,021","38,873","0,15",100%,"0,15",,,,,,,Dan Top,1,0,"0,84",90%,"0,75",Gelatina de Uva,"0,01","3,924","0,37",10%,"0,04",Banana,"0,1",0,"0,32",0%,0,Suco Post Mix 7,0,0,0,50%,0,Água Aromatizada,"0,003","0,38855","0,02",25%,0,Suco de Polpa de Laranja,"0,065","25,196","0,46",20%,"0,09",Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho Vinagrete,"0,01","0,73674","0,05",30%,"0,01",Molho Agridoce para Salada,"0,001","1,1574","0,01",30%,0,"13,42"
8,,12/01/2026,segunda-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Strogonoff de Carne L24,,"0,296","225,163136","8,9",43%,"3,83",Peixe à Milanesa L24,"0,387","266,6265",,"7,2",35%,"2,52",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Batata Palha,"0,045","255,06","0,89",100%,"0,89",Ratatouille,"0,105","50,8377","0,38",100%,"0,38",Sopa de Legumes com Massa,"0,062","21,92955","0,19",30%,"0,06",,,,,,,Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Ervilha Seca,"0,008","19,7344","0,08",100%,"0,08",Salada de Cenoura Ralada com Orégano,"0,031","13,74","0,11",100%,"0,11",Salada Mix de Alface,"0,02","2,39","0,11",100%,"0,11",Gelatina de Pêssego,"0,01","11,772","0,37",30%,"0,11",Arroz Doce com Coco Dourado,"0,023","7,934","0,23",10%,"0,02",Melancia,"0,12",0,"0,24",0%,0,Suco Post Mix 1,0,0,0,50%,0,Suco de Polpa de Caju,"0,08","41,904","0,47",30%,"0,14",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Iogurte com Hortelã para Salada,"0,052","8,3658","0,02",30%,"0,01",Molho de Gengibre e Shoyu,"0,006","5,37342","0,13",30%,"0,04","9,86"
9,,13/01/2026,terça-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Filé de Coxa ao Molho de Ervas L24,,"0,26","299,35633","3,33",70%,"2,33",Moída com Azeitonas L24,"0,259","112,3599",,"4,98",30%,"1,49",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Creme de Espinafre,"0,044","65,471","0,6",100%,"0,6",Acelga com Bacon,"0,083","15,4188","0,25",40%,"0,1",Sopa de Canja,"0,035","13,90974","0,25",30%,"0,08",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Beterraba Ralada,"0,03","15,87","0,07",100%,"0,07",Salada de Grão de Bico com Hortelã,"0,017","64,126","0,15",100%,"0,15",,,,,,,Pavê de Chocolate,"0,024","73,20704","0,39",80%,"0,31",Gelatina de Morango,"0,01","5,886","0,37",15%,"0,06",Banana,"0,1",0,"0,32",0%,0,Suco Post Mix 2,0,0,0,50%,0,Suco de Polpa de Manga,"0,05","7,44","0,36",30%,"0,11",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Ervas,"0,004","4,99914","0,12",30%,"0,04",Molho de Queijo para Saladas,"0,012","10,12839","0,18",30%,"0,05","7,08"
10,,14/01/2026,quarta-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Bisteca Suína Grelhada L24,,"0,25","215,82","4,36",50%,"2,18",Sassami Grelhado L24,"0,269","134,71785",,"4,27",45%,"1,92",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Banana à Milanesa,"0,146","374,808","0,56",140%,"0,79",Repolho Refogado,"0,087","13,4256","0,23",30%,"0,07",Sopa Creme de Cebola,"0,027","6,71127","0,13",30%,"0,04",Salada de Alface Lisa,"0,025","3,45","0,13",100%,"0,13",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Cenoura Cozida,"0,07","26,46","0,2",100%,"0,2",Salada de Feijão Fradinho,"0,013","35,917","0,07",100%,"0,07",,,,,,,Creme Cheesecake com Calda de Goiaba,"0,012","83,9808","0,21",90%,"0,19",Gelatina de Abacaxi,"0,002","0,7848","0,07",10%,"0,01",Laranja,"0,1",0,"0,38",0%,0,Suco Post Mix 3,0,0,0,50%,0,Água Aromatizada,"0,003","0,38855","0,02",25%,0,Suco de Polpa de Caju,"0,08","27,936","0,47",20%,"0,09",Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Pimenta,"0,006","4,82754","0,04",30%,"0,01",Molho Pesto para Salada,"0,011","3,70155","0,55",30%,"0,16","7,42"
11,,15/01/2026,quinta-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Alcatra a Fricandole L24,,"0,261","239,12936","11,21",58%,"6,5",Linguiça de Frango Assada L24,"0,25",0,,"3,55",42%,"1,49",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Massa ao Sugo,"0,088","127,7436","0,44",40%,"0,18",Acelga Refogada,"0,082","8,8641","0,24",30%,"0,07",Sopa de Lentilha,"0,034","20,184","0,32",30%,"0,1",Salada de Alface Americana,"0,025","2,525","0,14",100%,"0,14",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Berinjela Temperada,"0,048","19,619","0,21",100%,"0,21",Salada de Soja com Passas e Tomate,"0,016","34,5576","0,14",100%,"0,14",,,,,,,Flan de Papaia,"0,029","73,9455","0,37",60%,"0,22",Gelatina de Cereja,"0,004","2,7468","0,13",20%,"0,03",Mamão,"0,13",0,"0,51",0%,0,Suco Post Mix 4,0,0,0,50%,0,Suco de Polpa de Acerola,"0,06","20,864","0,45",40%,"0,18",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Ervas para Salada,"0,005","0,05841","0,02",30%,0,Molho de Alho,"0,006","4,8156","0,04",30%,"0,01","10,83"
12,,16/01/2026,sexta-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Bife à Milanesa L24,,"0,298","167,751","8,6",54%,"4,64",Copa Lombo ao Molho de Limão L24,"0,254","211,419312",,"4,47",46%,"2,06",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Legumes Saute,"0,076","19,164","0,23",100%,"0,23",Arroz à Grega Guarnição,"0,07","157,79456","0,45",80%,"0,36",Sopa Minestrone,"0,03","15,59874","0,18",30%,"0,05",,,,,,,Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Cebola com Orégano,"0,041","19,72","0,14",100%,"0,14",Salada Mix de Alface,"0,02","2,39","0,11",100%,"0,11",Salada de Trigo ao Vinagrete,"0,013","30,8822","0,08",100%,"0,08",Creme Torta de Limão,"0,012","36,5472","0,16",80%,"0,13",Gelatina de Uva,"0,01","7,848","0,37",20%,"0,07",Melancia,"0,12",0,"0,24",0%,0,Suco Post Mix 5,0,0,0,50%,0,Suco de Polpa de Abacaxi,"0,08","40,944","0,48",30%,"0,14",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho Vinagrete,"0,01","0,73674","0,05",30%,"0,01",Molho Americano Para Salada,"0,014","1,61862","0,06",30%,"0,02","9,6"
13,,17/01/2026,sábado,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Frango ao Molho Teriaki L24,,"0,245","58,90298","4,07",20%,"0,81",Almôndega ao Molho de Manjericão L24,"0,258",0,,"4,72",0%,0,Ovo/Omelete,"1,005",27,"0,6",100%,"0,6",Massa ao Alho e Óleo,"0,066","312,3744","0,39",120%,"0,47",Abóbora Assada,"0,103","62,9","0,27",100%,"0,27",Sopa de Caldo Verde,"0,062","10,08645","0,29",30%,"0,09",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Feijão Branco,"0,02","34,3155","0,19",100%,"0,19",Salada de Chuchu na Salsa,"0,061","12,267","0,14",100%,"0,14",,,,,,,Fondant de Leite,1,"3555,2","0,26",100%,"0,26",Gelatina de Limão,"0,01",0,"0,37",0%,0,Laranja,"0,1",0,"0,38",0%,0,Suco Post Mix 6,0,0,0,50%,0,Água Aromatizada,"0,003","0,38855","0,02",25%,0,Suco de Polpa de Uva,"0,08","29,416","0,67",20%,"0,13",Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Azeitonas para Salada,"0,01","2,92734","0,2",30%,"0,06",Molho Chimichurri,"0,002","0,0144","0,03",30%,"0,01","4,45"
14,,18/01/2026,domingo,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Bife Suíno Grelhado L24,,"0,244",0,"5,37",0%,0,Carne com Legumes L24,"0,319",0,,"6,66",0%,0,Ovo Cozido,"2,001",0,"1,14",100%,"1,14",Farofa Simples,"0,041","128,256","0,22",100%,"0,22",Abobrinha ao Forno,"0,081","27,12","0,18",100%,"0,18",Sopa Creme Suíço,"0,018","16,7514","0,21",30%,"0,06",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada de Pepino,"0,03","3,5628","0,08",100%,"0,08",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada Mix de Grãos,"0,021","38,873","0,15",100%,"0,15",,,,,,,Cocada Morena Cremosa,"0,037","112,11","0,51",100%,"0,51",Gelatina Bicolor,"0,002",0,"0,07",0%,0,Banana,"0,1",0,"0,32",0%,0,Suco Post Mix 7,0,0,0,50%,0,Água Aromatizada,"0,003","0,38855","0,02",25%,0,Suco de Polpa de Maracujá,"0,08","28,136","0,96",20%,"0,19",Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Hortelã,"0,006","5,0763","0,05",30%,"0,01",Molho de Cebolas,"0,007","5,38932","0,13",30%,"0,04",4
15,,19/01/2026,segunda-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Filé de Coxa Acebolado L24,,"0,273","305,2568","3,33",73%,"2,43",Iscas Bovina ao Molho L24,"0,249","9,59067",,"7,9",27%,"2,13",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Purê de Batata,"0,014","77,35176","0,29",150%,"0,44",Refogado Vegetariano,"0,093","45,062","0,36",100%,"0,36",Sopa de Legumes,"0,053","9,9693","0,16",30%,"0,05",Salada de Alface Americana,"0,025","2,525","0,14",100%,"0,14",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Tabule,"0,022","33,301","0,12",100%,"0,12",Salada de Cebola Assada,"0,024","28,146","0,09",100%,"0,09",,,,,,,Canjica,"0,024","78,941795","0,26",85%,"0,22",Gelatina de Abacaxi,"0,002","1,1772","0,07",15%,"0,01",Laranja,"0,1",0,"0,38",0%,0,Suco Post Mix 1,0,0,0,50%,0,Suco de Polpa de Cajá,"0,08","40,164","0,1",30%,"0,03",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Ervas,"0,004","4,99914","0,12",30%,"0,04",Molho Rosê para Salada,"0,013","8,166","0,09",30%,"0,03","7,65"
16,,20/01/2026,terça-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Costela Ensopada L24,,"0,405","647,175","14,29",50%,"7,15",Linguica Calabresa com Cebola e Pimentão L24,"0,262","3,79035",,"4,04",15%,"0,61",Ovo/Omelete,"1,005","12,15","0,6",45%,"0,27",Mandioca Sauté,"0,046","127,596","0,32",210%,"0,68",Acelga Refogada,"0,082","5,9094","0,24",20%,"0,05",Sopa de Legumes com Massa,"0,062","21,92955","0,19",30%,"0,06",,,,,,,Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Beterraba Ralada,"0,03","15,87","0,07",100%,"0,07",Salada de Ervilha Seca,"0,008","19,7344","0,08",100%,"0,08",Salada Mix de Alface,"0,02","2,39","0,11",100%,"0,11",Pudim de Capuccino com Calda de Chocolate,"0,015","6,834","0,21",85%,"0,18",Gelatina de Cereja,"0,004","2,0601","0,13",15%,"0,02",Abacaxi,"0,13",0,"0,49",0%,0,Suco Post Mix 2,0,0,0,50%,0,Suco de Polpa de Goiaba,"0,05","8,46","0,37",30%,"0,11",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho Tártaro para Salada,"0,081","8,32776","0,19",30%,"0,06",Molho Shoyo,"0,006","5,37342","0,13",30%,"0,04","10,78"
17,,21/01/2026,quarta-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Feijoada L24,,"0,426","575,04852","8,74",72%,"6,29",Sassami Grelhado L24,"0,269","83,82444",,"4,27",28%,"1,2",Ovo Cozido,"2,001",0,"1,14",45%,"0,51",Couve Refogada,"0,065","57,8808","0,59",120%,"0,71",Farofa,"0,028","109,70542","0,13",110%,"0,14",Sopa Francesa de Cebola Gratinada,"0,021","11,216112","0,24",30%,"0,07",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Moranga Ralada,"0,03","4,71","0,07",100%,"0,07",Salada de Feijão Fradinho,"0,013","35,917","0,07",100%,"0,07",,,,,,,Creme Torta de Limão,"0,012","38,8314","0,16",85%,"0,14",Gelatina de Pêssego,"0,01","5,886","0,37",15%,"0,06",Melancia,"0,12",0,"0,24",0%,0,Suco Post Mix 3,0,0,0,50%,0,Suco de Polpa de Acerola,"0,06","15,648","0,45",30%,"0,14",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho Vinagrete,"0,01","0,73674","0,05",30%,"0,01",Molho Mostarda para Salada,"0,011","3,80118","0,06",30%,"0,02","10,85"
18,,22/01/2026,quinta-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Contra Filé Acebolado L24,,"0,25","223,524","11,05",60%,"6,63",Peixe à Milanesa L24,"0,387","259,0086",,"7,2",34%,"2,45",Ovo Cozido,"2,001",0,"1,14",50%,"0,57",Massa ao Sugo,"0,088","159,6795","0,44",50%,"0,22",Pirão,"0,224","39,656","0,23",40%,"0,09",Sopa de Feijão com Massa,"0,017","18,0156","0,09",30%,"0,03",Salada de Alface Lisa,"0,025","3,45","0,13",100%,"0,13",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Lentilha,"0,023","32,225","0,2",100%,"0,2",Salada de Patê de Azeitonas com Torradas,"0,015","22,615","0,16",100%,"0,16",,,,,,,Creme de Churros,"0,012","39,3312","0,16",85%,"0,13",Gelatina de Morango,"0,01","5,886","0,37",15%,"0,06",Melão,"0,13",0,"0,49",0%,0,Suco Post Mix 4,0,0,0,50%,0,Suco de Polpa de Abacaxi,"0,08","40,944","0,48",30%,"0,14",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Manjericão,"0,003","4,98474","0,12",30%,"0,04",Molho de Limão para Salada,"0,001","0,65205","0,01",30%,0,"12,14"
19,,23/01/2026,sexta-feira,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Carne Assada ao Molho Roti L24,,"0,269","309,54226","7,73",53%,"4,1",Rondeli de Frios L24,"0,26","131,104232",,"4,25",28%,"1,19",Ovo Cozido,"2,001",0,"1,14",50%,"0,57",Virado de Folhas,"0,073","140,257","0,29",100%,"0,29",Repolho Bicolor Refogado,"0,035","32,1625","0,11",100%,"0,11",Sopa de Lentilha,"0,034","67,28","0,32",100%,"0,32",Salada de Alface Americana,"0,025","2,525","0,14",100%,"0,14",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Patê de Azeitonas com Torradas,"0,015","22,615","0,16",100%,"0,16",Salada de PTS ao Vinagrete,"0,018","14,3225","0,16",50%,"0,08",,,,,,,Sagú de Uva,"0,025","44,7768","0,14",60%,"0,08",Gelatina de Cereja,"0,004","1,3734","0,13",10%,"0,01",Banana,"0,1",0,"0,32",0%,0,Suco Post Mix 5,0,0,0,50%,0,Suco de Polpa de Caju,"0,08","41,904","0,47",30%,"0,14",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho Italiano para Salada,"0,011","0,86874","0,04",30%,"0,01",Molho de Mostarda e Mel,"0,008","6,13542","0,12",30%,"0,03","8,52"
20,,24/01/2026,sábado,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Copa Lombo ao Molho de Limão L24,,"0,254","183,84288","4,47",40%,"1,79",Linguiça Calabresa Acebolada L24,"0,261",0,,"4,02",0%,0,Ovo Cozido,"2,001",0,"1,14",100%,"1,14",Batata Doce Corada,"0,122","142,68","0,27",100%,"0,27",Farofa Simples,"0,041","102,6048","0,22",80%,"0,17",Sopa Creme de Mandioca,"0,038","20,0967","0,25",30%,"0,08",,,,,,,Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Abobrinha Ralada,"0,03","6,75","0,06",100%,"0,06",Salada de Trigo com Abacaxi,"0,035","64,0056","0,18",100%,"0,18",Salada Mix de Alface,"0,02","2,39","0,11",100%,"0,11",Doce de Abóbora com Coco,"0,081","230,3329","0,63",100%,"0,63",Gelatina de Pêssego,"0,01",0,"0,37",0%,0,Laranja,"0,1",0,"0,38",0%,0,Suco Post Mix 6,0,0,0,50%,0,Suco de Polpa de Umbu,"0,08","34,62","0,1",25%,"0,03",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho Rosê para Salada,"0,013","8,166","0,09",30%,"0,03",Molho de Hortelã para Salada,"0,012","0,96915","0,05",30%,"0,01","5,79"
21,,25/01/2026,domingo,,Arroz Branco,,"0,081","242,0586","0,31",90%,"0,28",,Arroz Integral,"0,047","18,4274","0,19",10%,"0,02",Feijão Carioca II,"0,042","137,029","0,25",100%,"0,25",Filé de Frango à Milanesa L24,,"0,318","424,848","4,6",60%,"2,76",NI.Polpetone L24,"0,252","3,73698",,"5,55",30%,"1,66",Ovo Cozido,"2,001",0,"1,14",90%,"1,03",Massa à Pomodoro,"0,073","249,009","0,43",100%,"0,43",Polenta Cremosa,"0,027",0,"0,14",0%,0,Sopa Caldo de Feijão,"0,009","5,6874","0,05",30%,"0,02",Salada de Alface Crespa,"0,025","3,45","0,13",100%,"0,13",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Chuchu na Salsa,"0,061","12,267","0,14",100%,"0,14",Salada Mix de Grãos,"0,021","38,873","0,15",100%,"0,15",,,,,,,Creme de Doce de Leite com Coco,"0,012","49,008","0,16",100%,"0,16",Gelatina de Uva,"0,01",0,"0,37",0%,0,Maçã,"0,1",0,"0,77",0%,0,Suco Post Mix 7,0,0,0,50%,0,Suco de Polpa de Manga,"0,05","7,44","0,36",30%,"0,11",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho Vinagrete,"0,01","0,73674","0,05",30%,"0,01",Molho Agridoce para Salada,"0,001","1,1574","0,01",30%,0,"7,89"
22,,26/01/2026,segunda-feira,,Arroz Branco,,"0,081","295,8494","0,31",110%,"0,34",,Arroz Integral,"0,047","27,6411","0,19",15%,"0,03",Feijão Carioca II,"0,042","150,7319","0,25",110%,"0,28",Moída ao Molho L24,,"0,249","166,4832","4,86",46%,"2,23",Strogonoff de Frango L24,"0,298","139,068576",,"4,54",36%,"1,63",Ovo/Omelete,"1,005","16,2","0,6",60%,"0,36",Virado de Folhas,"0,073","140,257","0,29",100%,"0,29",Batata Palha,"0,045","204,048","0,89",80%,"0,71",Sopa Creme de Abóbora,"0,062","12,08562","0,22",30%,"0,06",Salada de Alface Lisa,"0,025","3,45","0,13",100%,"0,13",Salada de Tomate,"0,12","22,32","0,4",100%,"0,4",Salada de Cebola Colorida,"0,037","17,046","0,14",100%,"0,14",Salada de Grão de Bico com Hortelã,"0,017","64,126","0,15",100%,"0,15",,,,,,,Arroz Doce com Coco Dourado,"0,023","15,868","0,23",20%,"0,05",Gelatina de Uva,"0,01","5,886","0,37",15%,"0,06",Melão,"0,13",0,"0,49",0%,0,Suco Post Mix 1,0,0,0,50%,0,Suco de Polpa de Caju,"0,08","55,872","0,47",40%,"0,19",Água Aromatizada,"0,003","0,38855","0,02",25%,0,Refrigerante Post Mix,"0,003","0,490602","0,18",50%,"0,09",Pão Francês Refeição,"0,025","22,0725",0,30%,0,Mesa de Molhos,"1,213","43,092065","0,25",100%,"0,25",Molho de Iogurte com Hortelã para Salada,"0,052","8,3658","0,02",30%,"0,01",Molho de Gengibre e Shoyu,"0,006","5,37342","0,13",30%,"0,04","7,44"
